,num_annotations,num_tp,num_fp,num_fn,precision,recall,fmeasure,mean_error,std_error
0,392,392,7,0,0.9824561403508771,1.0,0.9911504424778761,0.000138946737244927,0.003163926548715547
1,645,644,13,1,0.9802130898021308,0.9984496124031008,0.989247311827957,0.0004917888338508486,0.0030114003549687888
2,520,520,2,0,0.9961685823754789,1.0,0.9980806142034548,0.000283097851923125,0.0029849348179663894
3,653,653,5,0,0.9924012158054711,1.0,0.996186117467582,0.0004842467871362676,0.0029534869867868865
4,738,738,5,0,0.9932705248990579,1.0,0.9966239027683997,0.00023290255420045568,0.0029669429495756076
5,501,501,2,0,0.9960238568588469,1.0,0.99800796812749,0.0004364966147705415,0.0029352715506373523
6,574,574,4,0,0.9930795847750865,1.0,0.9965277777777778,0.00042064677351911356,0.0028643246354158208
7,327,327,4,0,0.9879154078549849,1.0,0.9939209726443768,0.00014083925076450614,0.0028686618034543102
8,275,275,5,0,0.9821428571428571,1.0,0.9909909909909909,0.00022560295999994468,0.003028301018537589
9,318,317,3,1,0.990625,0.9968553459119497,0.9937304075235109,0.0006258360441639415,0.003105558945254045
10,261,261,4,0,0.9849056603773585,1.0,0.9923954372623575,0.0005333576704980987,0.0030902816177779302
11,297,297,2,0,0.9933110367892977,1.0,0.9966442953020134,0.0004041930841749981,0.0030808944428106057
12,250,250,1,0,0.9960159362549801,1.0,0.998003992015968,0.0006546031759999805,0.002872960801268622
13,305,305,4,0,0.9870550161812298,1.0,0.993485342019544,0.0005822088393443026,0.003020158024027467
14,323,323,6,0,0.9817629179331308,1.0,0.99079754601227,0.0009894484055726796,0.002991482843318308
15,277,276,7,1,0.9752650176678446,0.9963898916967509,0.9857142857142857,0.00031088760507260176,0.0032650592860549235
16,699,699,4,0,0.9943100995732574,1.0,0.9971469329529243,0.0006194466394847589,0.0030055807358846712
17,419,419,7,0,0.9835680751173709,1.0,0.9917159763313609,0.0008303974272077081,0.0030064088884734345
18,291,291,78,0,0.7886178861788617,1.0,0.8818181818181818,9.311857731957711e-05,0.002940757547468719
19,795,794,7,1,0.9912609238451935,0.9987421383647799,0.9949874686716792,0.0007157422267001589,0.003032087492850682
20,757,757,3,0,0.9960526315789474,1.0,0.998022412656559,0.0006511561056802205,0.0030419105374812905
21,788,786,8,2,0.9899244332493703,0.9974619289340102,0.9936788874841973,0.0003045645801526487,0.0030142546993317987
22,1063,1063,9,0,0.9916044776119403,1.0,0.9957845433255269,0.00023529009971772643,0.0030066046371246173
23,732,732,6,0,0.991869918699187,1.0,0.9959183673469388,0.0006687173784153023,0.002977812321547627
24,753,753,4,0,0.9947159841479525,1.0,0.9973509933774835,0.0008008781274900028,0.0029094903709168687
25,509,508,4,1,0.9921875,0.9980353634577603,0.9951028403525956,0.0006487135433070234,0.0029438155681600353
26,932,932,7,0,0.9925452609158679,1.0,0.9962586851950829,0.00047302754828307486,0.002993862392549092
27,591,591,5,0,0.9916107382550335,1.0,0.9957877000842459,0.0008359327648053808,0.002932766682860369
28,625,625,5,0,0.9920634920634921,1.0,0.9960159362549801,0.00029656236159993733,0.003051176130826581
29,1147,1147,10,0,0.9913569576490925,1.0,0.9956597222222222,0.0005665375640804124,0.0029639765316958663
30,953,953,9,0,0.9906444906444907,1.0,0.9953002610966057,0.0004909189989505513,0.003001119854234046
31,875,874,6,1,0.9931818181818182,0.9988571428571429,0.9960113960113961,0.0005495623123572005,0.0028756171137146024
