,num_annotations,num_tp,num_fp,num_fn,precision,recall,fmeasure,mean_error,std_error
0,95,94,8,1,0.9215686274509803,0.9894736842105263,0.9543147208121827,0.00010783039361700213,0.003964304989648091
1,153,151,9,2,0.94375,0.9869281045751634,0.9648562300319489,-0.0008092685364240783,0.004131041033692914
2,126,124,7,2,0.9465648854961832,0.9841269841269841,0.9649805447470817,-9.216592741945017e-05,0.005067225533863625
3,159,156,2,3,0.9873417721518988,0.9811320754716981,0.9842271293375394,-0.0004093260833332866,0.004686646124824444
4,180,176,6,4,0.967032967032967,0.9777777777777777,0.9723756906077348,-0.00306753760795464,0.005144738615955421
5,122,121,4,1,0.968,0.9918032786885246,0.9797570850202428,-0.0020440021900829533,0.004631053618191914
6,138,135,10,3,0.9310344827586207,0.9782608695652174,0.9540636042402827,-0.0025442176814812634,0.004100682286567453
7,91,91,8,0,0.9191919191919192,1.0,0.9578947368421054,-0.0015870523956045097,0.0045662850940003585
8,75,74,5,1,0.9367088607594937,0.9866666666666667,0.961038961038961,-0.002482686770270496,0.005420583398639967
9,89,89,4,0,0.956989247311828,1.0,0.978021978021978,-0.002356493134831359,0.00462715808093854
10,62,60,6,2,0.9090909090909091,0.967741935483871,0.9374999999999999,-0.0006043084166667175,0.00518098137075876
11,84,84,8,0,0.9130434782608695,1.0,0.9545454545454545,-0.0036432350714283644,0.005759373960763766
12,59,58,7,1,0.8923076923076924,0.9830508474576272,0.9354838709677421,-0.0013800922413792992,0.005003141203602696
13,86,85,7,1,0.9239130434782609,0.9883720930232558,0.9550561797752809,-0.0017396292235294872,0.006366700299081048
14,78,77,6,1,0.927710843373494,0.9871794871794872,0.9565217391304347,-0.0027293341168833137,0.00420962834995484
15,77,77,4,0,0.9506172839506173,1.0,0.9746835443037974,-0.002256972038961169,0.0048144333671246336
16,170,168,6,2,0.9655172413793104,0.9882352941176471,0.9767441860465116,-0.0023902656130954606,0.004900158484749687
17,101,100,8,1,0.9259259259259259,0.9900990099009901,0.9569377990430621,-0.001899773239999667,0.004158267170995437
18,68,68,49,0,0.5811965811965812,1.0,0.7351351351351351,-0.0014775910441175205,0.006512213978377011
19,197,196,2,1,0.98989898989899,0.9949238578680203,0.9924050632911392,-0.002889883846938848,0.004831006313066308
20,185,183,5,2,0.973404255319149,0.9891891891891892,0.9812332439678284,-0.0028894836721310197,0.004828903263509777
21,191,186,7,5,0.9637305699481865,0.9738219895287958,0.9687500000000001,-0.002931997177419135,0.004477309332131903
22,263,236,5,27,0.979253112033195,0.8973384030418251,0.9365079365079365,-0.0032423420677968177,0.004503440634338511
23,175,167,14,8,0.9226519337016574,0.9542857142857143,0.9382022471910112,-0.0014132279700602539,0.005804877961996933
24,187,183,5,4,0.973404255319149,0.9786096256684492,0.9760000000000001,-0.0014892879234969171,0.006161825219849518
25,123,120,14,3,0.8955223880597015,0.975609756097561,0.933852140077821,-0.0018312547583334523,0.005884592563450068
26,230,221,10,9,0.9567099567099567,0.9608695652173913,0.9587852494577008,-0.004228563199094851,0.005824653748751697
27,143,141,7,2,0.9527027027027027,0.986013986013986,0.9690721649484535,-0.003259194943262162,0.007085337291538462
28,154,152,11,2,0.9325153374233128,0.987012987012987,0.9589905362776026,-0.0017018737499999042,0.006116009097096702
29,284,268,5,16,0.9816849816849816,0.9436619718309859,0.9622980251346498,-0.0028573121119403987,0.006876705090502285
30,235,228,9,7,0.9620253164556962,0.9702127659574468,0.9661016949152542,-0.003903807109649114,0.005874963638507473
31,214,202,9,12,0.957345971563981,0.9439252336448598,0.9505882352941175,-0.003992389089108774,0.006141543538490794
