,num_annotations,num_tp,num_fp,num_fn,precision,recall,fmeasure,mean_error,std_error
0,323,312,25,11,0.9258160237388724,0.9659442724458205,0.9454545454545455,-0.0011538461538461804,0.0044522449626117604
1,645,630,21,15,0.967741935483871,0.9767441860465116,0.9722222222222222,-0.0005555555555555113,0.003358371571460414
2,505,500,25,5,0.9523809523809523,0.9900990099009901,0.970873786407767,-0.0006000000000000374,0.0033526109228480265
3,640,610,25,30,0.9606299212598425,0.953125,0.9568627450980391,-0.0003114754098360993,0.0034925728390801376
4,719,692,25,27,0.9651324965132496,0.9624478442280946,0.9637883008356546,-0.0005924855491329052,0.0032827014034368406
5,501,481,12,20,0.9756592292089249,0.9600798403193613,0.9678068410462778,-0.00012474012474011562,0.00315652496909018
6,562,533,8,29,0.9852125693160814,0.9483985765124555,0.9664551223934724,-0.00022514071294559452,0.003054533466631859
7,366,349,20,17,0.94579945799458,0.953551912568306,0.9496598639455782,-0.000859598853868202,0.0036861548224264924
8,296,282,13,14,0.9559322033898305,0.9527027027027027,0.9543147208121828,-0.0006382978723404175,0.00351547056209751
9,355,341,9,14,0.9742857142857143,0.9605633802816902,0.9673758865248228,-0.00026392961876834303,0.0033715413838427996
10,234,222,3,12,0.9866666666666667,0.9487179487179487,0.9673202614379085,-0.0004504504504504849,0.002470506162306865
11,335,322,17,13,0.9498525073746312,0.9611940298507463,0.9554896142433235,-0.0006832298136645803,0.0036328767244445757
12,251,247,22,4,0.9182156133828996,0.9840637450199203,0.9500000000000001,-0.0010526315789473818,0.003986980730076177
13,349,346,4,3,0.9885714285714285,0.9914040114613181,0.9899856938483547,-0.0002312138728323849,0.002393091508032904
14,301,300,7,1,0.9771986970684039,0.9966777408637874,0.986842105263158,-0.00039999999999998923,0.0035364765892998435
15,311,305,10,6,0.9682539682539683,0.9807073954983923,0.9744408945686902,-0.0007540983606557268,0.0034954571815941048
16,620,599,21,21,0.9661290322580646,0.9661290322580646,0.9661290322580646,-0.0006844741235392264,0.0034716513776195538
17,403,394,11,9,0.9728395061728395,0.9776674937965261,0.9752475247524752,-0.0010152284263959756,0.0034881629528140793
18,296,288,18,8,0.9411764705882353,0.972972972972973,0.9568106312292359,-0.0014583333333333085,0.004404661356638859
19,767,758,41,9,0.9486858573216521,0.9882659713168188,0.9680715197956578,-0.0007124010554090399,0.0037773284646585555
20,725,701,25,24,0.9655647382920111,0.9668965517241379,0.9662301860785666,-0.0007275320970042327,0.0033631719095508585
21,778,754,20,24,0.9741602067183462,0.9691516709511568,0.9716494845360825,-0.0002652519893898706,0.0032870918677626584
22,1045,963,62,82,0.9395121951219512,0.9215311004784689,0.9304347826086956,-0.0004049844236759978,0.0032771045768876113
23,694,643,16,51,0.9757207890743551,0.9265129682997119,0.9504804138950481,-0.00010886469673404641,0.0029226363477509497
24,722,677,40,45,0.9442119944211994,0.9376731301939059,0.9409312022237664,-0.0004579025110782378,0.003637578816714051
25,497,450,5,47,0.989010989010989,0.9054325955734407,0.9453781512605043,8.888888888892017e-05,0.0027472994596492157
26,873,776,31,97,0.9615861214374225,0.8888888888888888,0.9238095238095239,-0.0003350515463917683,0.003233380703000896
27,536,471,1,65,0.9978813559322034,0.878731343283582,0.9345238095238095,-2.1231422505320132e-05,0.002209700523355778
28,591,508,5,83,0.9902534113060428,0.8595600676818951,0.9202898550724636,-1.7483827159451284e-17,0.0024301258837812747
29,1052,938,5,114,0.9946977730646872,0.8916349809885932,0.9403508771929825,0.00022388059701490545,0.0028187963895883014
30,857,776,10,81,0.9872773536895675,0.9054842473745625,0.9446135118685332,0.00018041237113412494,0.0027279439474569025
31,769,676,8,93,0.9883040935672515,0.8790637191157347,0.930488644184446,0.0002810650887574059,0.0026775965203780687
