,num_annotations,num_tp,num_fp,num_fn,precision,recall,fmeasure,mean_error,std_error
0,86,86,12,0,0.8775510204081632,1.0,0.9347826086956522,0.0015477093023253462,0.0035298310153446524
1,151,151,8,0,0.949685534591195,1.0,0.9741935483870968,0.0012772119205299623,0.0032815855451577515
2,124,124,11,0,0.9185185185185185,1.0,0.9575289575289575,0.001748411290322515,0.0037682552863917956
3,154,154,8,0,0.9506172839506173,1.0,0.9746835443037974,0.0021569805194805417,0.003853331665999041
4,179,172,7,7,0.9608938547486033,0.9608938547486033,0.9608938547486033,0.001537994186046434,0.0038548534712552684
5,118,118,4,0,0.9672131147540983,1.0,0.9833333333333333,0.0007901694915255309,0.0035725354484731665
6,132,132,11,0,0.9230769230769231,1.0,0.9600000000000001,0.0010992499999997135,0.0035290327122979187
7,140,140,5,0,0.9655172413793104,1.0,0.9824561403508771,0.0016352214285715772,0.00538494893206701
8,117,109,1,8,0.990909090909091,0.9316239316239316,0.960352422907489,0.001334321100917316,0.005621920242125468
9,136,124,8,12,0.9393939393939394,0.9117647058823529,0.9253731343283583,0.0032016693548386943,0.005184304961226168
10,55,55,9,0,0.859375,1.0,0.9243697478991597,0.0019088727272728256,0.0038072714212030786
11,128,123,5,5,0.9609375,0.9609375,0.9609375,0.0015951951219512856,0.005718271874458446
12,53,53,10,0,0.8412698412698413,1.0,0.9137931034482758,0.0024707735849057617,0.003541237299181513
13,130,115,12,15,0.905511811023622,0.8846153846153846,0.8949416342412451,0.0016305130434782495,0.0056646470604436346
14,74,74,6,0,0.925,1.0,0.961038961038961,0.0014190405405406024,0.003640635018261809
15,118,117,3,1,0.975,0.9915254237288136,0.9831932773109243,0.0015355213675214523,0.005271174902033994
16,165,165,20,0,0.8918918918918919,1.0,0.9428571428571428,0.0008094303030303247,0.004180569454069169
17,98,98,9,0,0.9158878504672897,1.0,0.9560975609756098,0.0018230714285715189,0.004182877037545245
18,66,66,21,0,0.7586206896551724,1.0,0.8627450980392156,0.00010893939393919926,0.004133702170293534
19,192,183,8,9,0.9581151832460733,0.953125,0.9556135770234986,0.001604770491803796,0.004058107475920427
20,177,175,29,2,0.8578431372549019,0.9887005649717514,0.9186351706036745,0.0013893085714286864,0.003712607011126813
21,187,167,14,20,0.9226519337016574,0.893048128342246,0.907608695652174,0.0011680119760479118,0.0043540204917946815
22,255,192,11,63,0.9458128078817734,0.7529411764705882,0.8384279475982532,0.002514989583333111,0.004588231203068505
23,165,159,20,6,0.888268156424581,0.9636363636363636,0.9244186046511628,0.0015353333333333352,0.0036689043326442144
24,179,173,10,6,0.9453551912568307,0.9664804469273743,0.9558011049723757,0.001869075144508568,0.0037213533727650907
25,121,121,9,0,0.9307692307692308,1.0,0.9641434262948207,0.0018836115702479902,0.003710050941647386
26,222,185,11,37,0.9438775510204082,0.8333333333333334,0.8851674641148325,0.001704221621621272,0.004474616200309437
27,138,138,12,0,0.92,1.0,0.9583333333333334,0.001451579710144691,0.004594661997017104
28,148,147,17,1,0.8963414634146342,0.9932432432432432,0.9423076923076924,0.0016709183673469176,0.0054297863446400715
29,276,197,11,79,0.9471153846153846,0.7137681159420289,0.8140495867768595,0.002074431472081075,0.004658814615973708
30,229,195,17,34,0.9198113207547169,0.851528384279476,0.8843537414965985,0.0016588461538460158,0.004836202173556239
31,210,173,16,37,0.9153439153439153,0.8238095238095238,0.8671679197994988,0.001660335260115537,0.004446387434433003
