,num_annotations,num_tp,num_fp,num_fn,precision,recall,fmeasure,mean_error,std_error
0,286,285,13,1,0.9563758389261745,0.9965034965034965,0.976027397260274,0.00044356924912287467,0.0035965874642331424
1,454,452,32,2,0.9338842975206612,0.9955947136563876,0.9637526652452025,0.0009292537146017928,0.0037343128068831263
2,369,366,19,3,0.9506493506493506,0.991869918699187,0.9708222811671087,0.0009246868114753192,0.0037267629231328026
3,466,466,18,0,0.9628099173553719,1.0,0.9810526315789474,0.0009798740751072567,0.0036057570533298273
4,519,519,24,0,0.9558011049723757,1.0,0.9774011299435028,0.0015109730578036435,0.00341493255101975
5,356,355,23,1,0.9391534391534392,0.9971910112359551,0.9673024523160764,0.0011068314619719335,0.003374217701931503
6,408,408,20,0,0.9532710280373832,1.0,0.9760765550239235,0.0011356209264709114,0.0036142083342977876
7,233,232,33,1,0.8754716981132076,0.9957081545064378,0.9317269076305221,0.001190476198275873,0.0035038966594686583
8,192,192,22,0,0.897196261682243,1.0,0.9458128078817734,0.0011356764895831951,0.0036638469535411424
9,222,221,18,1,0.9246861924686193,0.9954954954954955,0.9587852494577006,0.0010976698099547317,0.0033207338722690215
10,180,180,23,0,0.8866995073891626,1.0,0.9399477806788512,0.0009404132055556922,0.0032146045410416492
11,209,209,26,0,0.8893617021276595,1.0,0.9414414414414414,0.0009078974449761158,0.0035102890112777485
12,179,179,10,0,0.9470899470899471,1.0,0.9728260869565218,0.0009815174357542837,0.0039907484842655536
13,212,212,38,0,0.848,1.0,0.9177489177489178,0.0009227527028301918,0.0031660289937291593
14,222,222,13,0,0.9446808510638298,1.0,0.9715536105032823,0.0014428714639641142,0.0037076467119153173
15,199,198,33,1,0.8571428571428571,0.9949748743718593,0.9209302325581395,0.0006799285555556308,0.003759235918186901
16,497,496,26,1,0.9501915708812261,0.9979879275653923,0.9735034347399413,0.001435611870967746,0.003504113558273271
17,299,299,17,0,0.9462025316455697,1.0,0.9723577235772357,0.0012292676321069625,0.0035106299862340054
18,285,285,18,0,0.9405940594059405,1.0,0.9693877551020408,0.000771372870175182,0.0037008675626945204
19,573,571,25,2,0.9580536912751678,0.9965095986038395,0.9769033361847733,0.0012203200052541149,0.0038334297984704007
20,531,531,37,0,0.9348591549295775,1.0,0.9663330300272975,0.0013439751431262297,0.00352392665143314
21,571,571,26,0,0.9564489112227805,1.0,0.9777397260273972,0.001226356271453854,0.0036392294218676262
22,765,765,46,0,0.9432799013563502,1.0,0.9708121827411168,0.0011027522130719256,0.0033999896497405755
23,530,529,30,1,0.9463327370304114,0.9981132075471698,0.9715335169880625,0.0014518472608695487,0.0036619297201999686
24,547,547,22,0,0.961335676625659,1.0,0.9802867383512543,0.0015026095831811284,0.0037045673113982667
25,364,363,28,1,0.928388746803069,0.9972527472527473,0.9615894039735098,0.001702991581267176,0.0037508169229594547
26,687,683,27,4,0.9619718309859155,0.9941775836972343,0.9778095919828202,0.0011743906866762582,0.00340013512162334
27,432,432,18,0,0.96,1.0,0.9795918367346939,0.0015155475740742028,0.0037747127397336636
28,454,453,20,1,0.9577167019027484,0.9977973568281938,0.977346278317152,0.0009330089933776546,0.0037985264895033185
29,810,810,47,0,0.9451575262543758,1.0,0.9718056388722256,0.0011810699506173289,0.0037861439004473274
30,681,679,42,2,0.941747572815534,0.9970631424375918,0.9686162624821684,0.001175030643593608,0.0036319231198789336
31,643,643,23,0,0.9654654654654654,1.0,0.9824293353705119,0.0013475665007775745,0.003343193153970865
