,num_annotations,num_tp,num_fp,num_fn,precision,recall,fmeasure,mean_error,std_error
0,286,116,2,170,0.9830508474576272,0.40559440559440557,0.5742574257425742,-0.00014426457758593458,0.0033761811557384332
1,454,192,4,262,0.9795918367346939,0.42290748898678415,0.5907692307692308,-0.0002963199166667781,0.003887619515533128
2,369,174,1,195,0.9942857142857143,0.4715447154471545,0.6397058823529412,-0.0006474313678162365,0.00356448861209799
3,466,234,3,232,0.9873417721518988,0.5021459227467812,0.6657183499288764,-0.0009355194871795249,0.003924563690510179
4,519,224,2,295,0.9911504424778761,0.43159922928709055,0.6013422818791947,-0.0010207118348214382,0.003800294865718666
5,356,168,5,188,0.9710982658959537,0.47191011235955055,0.6351606805293005,4.548647023808855e-05,0.003675200716152536
6,408,176,1,232,0.9943502824858758,0.43137254901960786,0.6017094017094018,-0.0007933931136362364,0.0034748141676835573
7,233,152,1,81,0.9934640522875817,0.6523605150214592,0.7875647668393783,-0.0018893960986840924,0.003932087254387995
8,192,126,1,66,0.9921259842519685,0.65625,0.7899686520376177,-0.0017138178015873987,0.004055827264642643
9,222,143,1,79,0.9930555555555556,0.6441441441441441,0.7814207650273224,-6.057437062930552e-05,0.003991548435644712
10,180,111,4,69,0.9652173913043478,0.6166666666666667,0.752542372881356,-0.0004138832882880726,0.0033364433984759433
11,209,136,0,73,1.0,0.6507177033492823,0.7884057971014493,-0.0009020274779410334,0.004184007502106705
12,179,107,2,72,0.981651376146789,0.5977653631284916,0.7430555555555555,-0.0008231080186913865,0.003555310037190551
13,212,144,2,68,0.9863013698630136,0.6792452830188679,0.8044692737430168,-0.0012877929027777775,0.004029519207789924
14,222,114,2,108,0.9827586206896551,0.5135135135135135,0.6745562130177514,-0.000659784385964755,0.0031198874049178805
15,199,127,2,72,0.9844961240310077,0.6381909547738693,0.7743902439024389,-0.0009777349212597016,0.0036147530758021567
16,497,217,1,280,0.9954128440366973,0.43661971830985913,0.606993006993007,-0.000645370285714341,0.0034802721163361503
17,299,125,1,174,0.9920634920634921,0.4180602006688963,0.5882352941176471,0.0005556462719998745,0.003659006415144533
18,285,152,13,133,0.9212121212121213,0.5333333333333333,0.6755555555555556,-0.0010720252894738454,0.004012983533933421
19,573,239,1,334,0.9958333333333333,0.41710296684118675,0.5879458794587946,-0.00021679522594139064,0.003587575191842767
20,531,241,0,290,1.0,0.4538606403013183,0.6243523316062176,-0.0008776733153527022,0.0034881467757756296
21,571,226,0,345,1.0,0.3957968476357268,0.5671267252195734,-0.0002690987964599929,0.003231849940477246
22,765,261,1,504,0.9961832061068703,0.3411764705882353,0.5082765335929893,-0.0004639403563216083,0.003554139074107462
23,530,235,1,295,0.9957627118644068,0.44339622641509435,0.6135770234986945,-0.00019462538723430094,0.003619623628232423
24,547,255,2,292,0.9922178988326849,0.46617915904936014,0.6343283582089552,-0.0005811213254900822,0.004062303492835699
25,364,176,3,188,0.9832402234636871,0.4835164835164835,0.6482504604051565,9.147624999900072e-06,0.0032410922082902684
26,687,275,3,412,0.9892086330935251,0.4002911208151383,0.5699481865284974,-0.0011327973600001949,0.003715476691658068
27,432,194,3,238,0.9847715736040609,0.44907407407407407,0.6168521462639109,-0.001026252412371075,0.003756260551013182
28,454,223,2,231,0.9911111111111112,0.4911894273127753,0.6568483063328424,-0.001145175524663505,0.0032320916133012946
29,810,290,0,520,1.0,0.35802469135802467,0.5272727272727272,-0.0011288607724138033,0.0035741622220403658
30,681,292,1,389,0.9965870307167235,0.4287812041116006,0.5995893223819302,-0.0005834342910956512,0.003733127535363022
31,643,266,3,377,0.9888475836431226,0.41368584758942456,0.5833333333333334,-0.0008571599210526454,0.003739197408726917
